meta_info,metric_name,metric_value,node,occurrence_time,resource,severity,subject
{},SSD Free Storage,null,SSD_serverfdkshard25,2020-03-07 12:37:17,SSD_serverfdkshard25,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard24-master,2020-03-07 12:39:56,SSD_serverfdkshard24-master,51,PROBLEM - SSD Free Storage
{},SSD.WriteIOPS,cloudwatchmetric=2705.48006739Count/Second;3500;4000,SSD_fd-exports,2020-03-07 12:42:12,SSD_fd-exports,51,FLAPPINGSTOP - SSD.WriteIOPS
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=3.0Count;8;10,ELB_containercentral1-services,2020-03-07 12:45:57,ELB_containercentral1-services,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},Mailbox_thread_status_US,,URL Monitoring,2020-03-07 12:48:44,URL Monitoring,51,PROBLEM - Mailbox_thread_status_US
{},SSD.WriteIOPS,cloudwatchmetric=1483.6500128Count/Second;1500;2000,SSD_serverfdkshard33,2020-03-07 12:51:12,SSD_serverfdkshard33,51,PROBLEM - SSD.WriteIOPS
{},opsworks.check_cpu_stats,CpuUser=42.21%;80;90;0; CpuSystem=8.04%;70;80;0; CpuIowait=0.00%,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,2020-03-07 12:52:16,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},opsworks.check_ntp_time,offset=0.024692s;0.500000;1.000000;,EKS.containersouth1-prod-main.nolayer.ip-10-41-26-56.ap-south-1.compute.internal,2020-03-07 12:59:40,EKS.containersouth1-prod-main.nolayer.ip-10-41-26-56.ap-south-1.compute.internal,51,PROBLEM - opsworks.check_ntp_time
{},SSD Free Memory,free_memory=8.7;2.0;1.0;0;64,SSD_serverfdkshard15-slave-sr,2020-03-07 13:04:35,SSD_serverfdkshard15-slave-sr,51,PROBLEM - SSD Free Memory
{},SSD.CPUUtilization,cloudwatchmetric=16.6666666667Percent;20;30,SSD_euc-shard1,2020-03-07 13:05:19,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},SSD.DatabaseConnections,cloudwatchmetric=3823.0Count;4000;5000,SSD_serverfdkshard33,2020-03-07 13:13:16,SSD_serverfdkshard33,51,PROBLEM - SSD.DatabaseConnections
{},SSD.WriteIOPS,cloudwatchmetric=454.682915479Count/Second;500;600,SSD_serverfdkshard-mum-new-slave-sr,2020-03-07 13:16:22,SSD_serverfdkshard-mum-new-slave-sr,51,PROBLEM - SSD.WriteIOPS
{},SSD.WriteIOPS,cloudwatchmetric=480.363234603Count/Second;500;600,SSD_serverfdkshard-mum-new-slave-pr,2020-03-07 13:16:24,SSD_serverfdkshard-mum-new-slave-pr,51,PROBLEM - SSD.WriteIOPS
{},opsworks.check_ebs,,export_service.utility.utility1,2020-03-07 13:18:10,export_service.utility.utility1,51,PROBLEM - opsworks.check_ebs
{},SSD Free Memory,free_memory=18.68;2.0;1.0;0;128,SSD_serverfdkshard7-slave-sr,2020-03-07 13:18:35,SSD_serverfdkshard7-slave-sr,51,PROBLEM - SSD Free Memory
{},SSD.WriteIOPS,cloudwatchmetric=481.669748801Count/Second;500;600,SSD_serverfdkshard27-slave-sr,2020-03-07 13:19:23,SSD_serverfdkshard27-slave-sr,51,PROBLEM - SSD.WriteIOPS
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_euc-serverfdkelb-local,2020-03-07 13:23:40,ELB_euc-serverfdkelb-local,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},ELB.SurgeQueueLength,cloudwatchmetric=27.0Count;30;35,ELB_activities-export,2020-03-07 13:24:25,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},SSD.CPUUtilization,cloudwatchmetric=35.25Percent;40;50,SSD_serverfdkshard33,2020-03-07 13:24:32,SSD_serverfdkshard33,51,PROBLEM - SSD.CPUUtilization
{},SSD.WriteIOPS,cloudwatchmetric=1391.20630801Count/Second;1500;2000,SSD_serverfdkshard9,2020-03-07 13:30:16,SSD_serverfdkshard9,51,PROBLEM - SSD.WriteIOPS
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=2.0Count;8;10,ELB_us-mailbox,2020-03-07 13:30:26,ELB_us-mailbox,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},opsworks.check_cpu_stats,CpuUser=17.22%;80;90;0; CpuSystem=2.53%;70;80;0; CpuIowait=8.35%,euc-xi.mod-gearman.euc-modgearman-1,2020-03-07 13:32:30,euc-xi.mod-gearman.euc-modgearman-1,51,PROBLEM - opsworks.check_cpu_stats
{},SSD.WriteIOPS,cloudwatchmetric=3384.83210663Count/Second;3500;4000,SSD_fd-exports,2020-03-07 13:32:38,SSD_fd-exports,51,PROBLEM - SSD.WriteIOPS
{},SSD.WriteIOPS,cloudwatchmetric=1169.70441019Count/Second;1500;2000,SSD_serverfdkshard31,2020-03-07 13:32:47,SSD_serverfdkshard31,51,PROBLEM - SSD.WriteIOPS
{},SSD.WriteIOPS,cloudwatchmetric=417.264750931Count/Second;500;600,SSD_euc-serverfdkshard3,2020-03-07 13:35:30,SSD_euc-serverfdkshard3,51,PROBLEM - SSD.WriteIOPS
{},ALB.HTTPCode_Target_5XX_Count,cloudwatchmetric=0;8;10,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,2020-03-07 13:40:17,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,51,PROBLEM - ALB.HTTPCode_Target_5XX_Count
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_euc-mailbox,2020-03-07 13:56:39,ELB_euc-mailbox,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},eks.check_load,load1=33.320;64.000;72.000;0; load5=50.850;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,2020-03-07 14:02:19,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=1.0Count;8;10,ELB_ebay-proxy,2020-03-07 14:02:25,ELB_ebay-proxy,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},SSD.CPUUtilization,cloudwatchmetric=16.3333333333Percent;20;30,SSD_euc-shard1,2020-03-07 14:05:19,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},ALB.HTTPCode_Target_5XX_Count,cloudwatchmetric=10.0Count;15;20,ELB_/app/euc-serverfdk-primary-alb/8c1009c74fa27154,2020-03-07 14:12:00,ELB_/app/euc-serverfdk-primary-alb/8c1009c74fa27154,51,PROBLEM - ALB.HTTPCode_Target_5XX_Count
{},opsworks.check_cpu_stats,CpuUser=15.11%;80;90;0; CpuSystem=0.50%;70;80;0; CpuIowait=9.95%,aus-export-service.pollers.pollers6,2020-03-07 14:17:26,aus-export-service.pollers.pollers6,51,PROBLEM - opsworks.check_cpu_stats
{},SSD.CPUUtilization,cloudwatchmetric=35.0Percent;40;50,SSD_serverfdkshard33,2020-03-07 14:24:29,SSD_serverfdkshard33,51,PROBLEM - SSD.CPUUtilization
{},ELB.SurgeQueueLength,cloudwatchmetric=17.0Count;30;35,ELB_activities-export,2020-03-07 14:24:43,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},SSD Free Storage,null,SSD_serverfdkshard1-slave-pr,2020-03-07 14:59:32,SSD_serverfdkshard1-slave-pr,51,PROBLEM - SSD Free Storage
{},eks.check_load,load1=35.280;64.000;72.000;0; load5=51.210;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,2020-03-07 15:02:19,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},SSD.CPUUtilization,cloudwatchmetric=18.6666666667Percent;20;30,SSD_euc-shard1,2020-03-07 15:04:19,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=2503984KB;14781852;15603066;; FREE=139,livechatvpc-new.nodejsapplayer.app20,2020-03-07 15:20:34,livechatvpc-new.nodejsapplayer.app20,51,PROBLEM - opsworks.check_mem
{},ELB.SurgeQueueLength,cloudwatchmetric=20.0Count;30;35,ELB_activities-export,2020-03-07 15:23:44,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},opsworks.check_ebs,,export_service.utility.utility1,2020-03-07 16:02:14,export_service.utility.utility1,51,PROBLEM - opsworks.check_ebs
{},eks.check_load,load1=37.320;64.000;72.000;0; load5=48.320;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,2020-03-07 16:02:20,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},SSD.CPUUtilization,cloudwatchmetric=18.6666666667Percent;20;30,SSD_euc-shard1,2020-03-07 16:05:20,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},SSD.WriteIOPS,cloudwatchmetric=1475.93595177Count/Second;1500;2000,SSD_serverfdkshard33,2020-03-07 16:09:14,SSD_serverfdkshard33,51,PROBLEM - SSD.WriteIOPS
{},SSD.DatabaseConnections,cloudwatchmetric=3861.2Count;4000;5000,SSD_serverfdkshard24-master,2020-03-07 16:23:08,SSD_serverfdkshard24-master,51,PROBLEM - SSD.DatabaseConnections
{},SSD Free Memory,null,SSD_serverfdkshard12-slave-pr,2020-03-07 16:23:55,SSD_serverfdkshard12-slave-pr,51,PROBLEM - SSD Free Memory
{},ELB.SurgeQueueLength,cloudwatchmetric=3.0Count;30;35,ELB_activities-export,2020-03-07 16:24:59,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},SSD.ReplicaLag,cloudwatchmetric=302.8Seconds;900;1500,SSD_serverfdkshard25-dr,2020-03-07 16:27:45,SSD_serverfdkshard25-dr,51,PROBLEM - SSD.ReplicaLag
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=14728552KB;14781852;15603066;; FREE=16,livechatvpc-new.nodejsapplayer.app28,2020-03-07 16:30:27,livechatvpc-new.nodejsapplayer.app28,51,PROBLEM - opsworks.check_mem
{},opsworks.check_disk,/=5859520512B;7486905139;7902844314;0;8318783488,euc-export-service.pollers.pollers9,2020-03-07 16:33:30,euc-export-service.pollers.pollers9,51,PROBLEM - opsworks.check_disk
{},SSD Free Storage,null,SSD_serverfdkshard25,2020-03-07 16:38:53,SSD_serverfdkshard25,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard1,2020-03-07 16:39:34,SSD_serverfdkshard1,51,PROBLEM - SSD Free Storage
{},SSD Free Memory,free_memory=97.5;2.0;1.0;0;128,SSD_serverfdkshard34-slave-pr,2020-03-07 16:40:56,SSD_serverfdkshard34-slave-pr,51,PROBLEM - SSD Free Memory
{},SSD.ReplicaLag,cloudwatchmetric=411.0Seconds;900;1500,SSD_serverfdkshard31-dr,2020-03-07 16:43:51,SSD_serverfdkshard31-dr,51,PROBLEM - SSD.ReplicaLag
{},ALB.HTTPCode_ALB_5XX_Count,cloudwatchmetric=1862.0Count;2000;3000,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,2020-03-07 16:44:10,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,51,PROBLEM - ALB.HTTPCode_ALB_5XX_Count
{},SSD.CPUUtilization,cloudwatchmetric=44.6271186441Percent;50;60,SSD_birept-euc,2020-03-07 16:51:39,SSD_birept-euc,51,PROBLEM - SSD.CPUUtilization
{},SSD Free Storage,null,SSD_serverfdkshard24-master,2020-03-07 16:57:55,SSD_serverfdkshard24-master,51,PROBLEM - SSD Free Storage
{},SSD.ReplicaLag,cloudwatchmetric=219.2Seconds;900;1500,SSD_serverfdkshard29-2-dr,2020-03-07 16:58:48,SSD_serverfdkshard29-2-dr,51,PROBLEM - SSD.ReplicaLag
{},opsworks.check_ebs,,export_service.utility.utility1,2020-03-07 17:03:11,export_service.utility.utility1,51,PROBLEM - opsworks.check_ebs
{},SSD.DatabaseConnections,cloudwatchmetric=3986.6Count;4000;5000,SSD_serverfdkshard24-master,2020-03-07 17:23:07,SSD_serverfdkshard24-master,51,PROBLEM - SSD.DatabaseConnections
{},ELB.SurgeQueueLength,cloudwatchmetric=7.0Count;30;35,ELB_activities-export,2020-03-07 17:24:56,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},SSD Free Storage,null,SSD_serverfdkshard24-master-slave-pr,2020-03-07 17:31:18,SSD_serverfdkshard24-master-slave-pr,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard25,2020-03-07 17:31:20,SSD_serverfdkshard25,51,PROBLEM - SSD Free Storage
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=14746392KB;14781852;15603066;; FREE=16,livechatvpc-new.nodejsapplayer.app28,2020-03-07 17:32:34,livechatvpc-new.nodejsapplayer.app28,51,FLAPPINGSTOP - opsworks.check_mem
{},ALB.HTTPCode_ALB_5XX_Count,cloudwatchmetric=1719.0Count;2000;3000,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,2020-03-07 17:52:10,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,51,FLAPPINGSTOP - ALB.HTTPCode_ALB_5XX_Count
{},opsworks.check_cpu_stats,CpuUser=43.00%;80;90;0; CpuSystem=11.50%;70;80;0; CpuIowait=0.00,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,2020-03-07 18:02:14,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,51,PROBLEM - opsworks.check_cpu_stats
{},SSD Free Memory,free_memory=18.69;2.0;1.0;0;128,SSD_serverfdkshard7-slave-sr,2020-03-07 18:02:32,SSD_serverfdkshard7-slave-sr,51,PROBLEM - SSD Free Memory
{},opsworks.check_cpu_stats,CpuUser=41.00%;80;90;0; CpuSystem=10.50%;70;80;0; CpuIowait=0.00,ssh-bastion-EU-Central-POD.ssh-bastion.ssh-bastion-2,2020-03-07 18:03:58,ssh-bastion-EU-Central-POD.ssh-bastion.ssh-bastion-2,51,PROBLEM - opsworks.check_cpu_stats
{},SSD.CPUUtilization,cloudwatchmetric=18.0Percent;20;30,SSD_euc-shard1,2020-03-07 18:05:18,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},ELB.HTTPCode_Backend_5XX,cloudwatchmetric=2.0Count;8;10,ELB_serverfdkelbvpc,2020-03-07 18:06:45,ELB_serverfdkelbvpc,51,PROBLEM - ELB.HTTPCode_Backend_5XX
{},opsworks.check_disk,/=3312312320B;18901359821;19951435366;0;21001510912,containereast1-services.k8s-api-monitors.k8s-api-monitors-1,2020-03-07 18:08:51,containereast1-services.k8s-api-monitors.k8s-api-monitors-1,51,PROBLEM - opsworks.check_disk
{},opsworks.check_cpu_stats,CpuUser=51.74%;80;90;0; CpuSystem=1.00%;70;80;0; CpuIowait=0.00%,containersouth1-adhoc.cloudwatch-metrics.cloudwatch-SSD-metrics,2020-03-07 18:12:18,containersouth1-adhoc.cloudwatch-metrics.cloudwatch-SSD-metrics,51,PROBLEM - opsworks.check_cpu_stats
{},opsworks.check_cpu_stats,CpuUser=15.66%;80;90;0; CpuSystem=0.38%;70;80;0; CpuIowait=10.23,aus-export-service.pollers.pollers6,2020-03-07 18:17:25,aus-export-service.pollers.pollers6,51,PROBLEM - opsworks.check_cpu_stats
{},ELB.SurgeQueueLength,cloudwatchmetric=11.0Count;30;35,ELB_activities-export,2020-03-07 18:24:30,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},SSD.DatabaseConnections,cloudwatchmetric=3994.0Count;4000;5000,SSD_serverfdkshard24-master,2020-03-07 18:25:08,SSD_serverfdkshard24-master,51,PROBLEM - SSD.DatabaseConnections
{},SSD Free Memory,free_memory=16.09;2.0;1.0;0;128,SSD_serverfdkshard24-slave-pr,2020-03-07 18:41:31,SSD_serverfdkshard24-slave-pr,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=9.14;2.0;1.0;0;128,SSD_serverfdkshard23,2020-03-07 18:42:34,SSD_serverfdkshard23,51,PROBLEM - SSD Free Memory
{},SSD.CPUUtilization,cloudwatchmetric=1.0Percent;40;50,SSD_serverfdkshard26,2020-03-07 18:43:45,SSD_serverfdkshard26,51,PROBLEM - SSD.CPUUtilization
{},SSD.CPUUtilization,cloudwatchmetric=3.57986111116Percent;40;50,SSD_fd-birept,2020-03-07 18:43:51,SSD_fd-birept,51,PROBLEM - SSD.CPUUtilization
{},SSD.CPUUtilization,cloudwatchmetric=1.0Percent;40;50,SSD_serverfdkshard11-slave-pr,2020-03-07 18:43:57,SSD_serverfdkshard11-slave-pr,51,PROBLEM - SSD.CPUUtilization
{},SSD Free Memory,free_memory=105.88;2.0;1.0;0;122,SSD_fd-sandbox,2020-03-07 18:45:34,SSD_fd-sandbox,51,PROBLEM - SSD Free Memory
{},SSD.WriteIOPS,cloudwatchmetric=724.046472906Count/Second;1500;2000,SSD_fd-activities,2020-03-07 18:45:39,SSD_fd-activities,51,FLAPPINGSTOP - SSD.WriteIOPS
{},opsworks.check_ebs,,export_service.utility.utility1,2020-03-07 18:49:11,export_service.utility.utility1,51,PROBLEM - opsworks.check_ebs
{},opsworks.check_cpu_stats,CpuUser=49.75%;80;90;0; CpuSystem=10.55%;70;80;0; CpuIowait=0.50,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,2020-03-07 18:52:16,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},SSD.WriteIOPS,cloudwatchmetric=323.796389051Count/Second;500;600,SSD_euc-serverfdkshard3,2020-03-07 18:56:30,SSD_euc-serverfdkshard3,51,PROBLEM - SSD.WriteIOPS
{},ELB.SurgeQueueLength,cloudwatchmetric=0;30;35,ELB_activities-export,2020-03-07 19:24:57,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},SSD.DatabaseConnections,cloudwatchmetric=3967.2Count;4000;5000,SSD_serverfdkshard24-master,2020-03-07 19:25:07,SSD_serverfdkshard24-master,51,PROBLEM - SSD.DatabaseConnections
{},ELB.HTTPCode_Backend_5XX,cloudwatchmetric=8.0Count;8;10,ELB_serverfdkelbvpc,2020-03-07 19:25:46,ELB_serverfdkelbvpc,51,PROBLEM - ELB.HTTPCode_Backend_5XX
{},SSD Free Storage,null,SSD_serverfdkshard24-master-slave-pr,2020-03-07 19:36:54,SSD_serverfdkshard24-master-slave-pr,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard24-master-slave-sr,2020-03-07 19:39:55,SSD_serverfdkshard24-master-slave-sr,51,PROBLEM - SSD Free Storage
{},SSD.WriteIOPS,cloudwatchmetric=666.433271891Count/Second;1500;2000,SSD_fd-activities,2020-03-07 19:41:28,SSD_fd-activities,51,FLAPPINGSTOP - SSD.WriteIOPS
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_euc-mailbox,2020-03-07 19:42:37,ELB_euc-mailbox,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},SSD Free Storage,null,SSD_serverfdkshard24-master,2020-03-07 20:01:52,SSD_serverfdkshard24-master,51,PROBLEM - SSD Free Storage
{},ELB.SurgeQueueLength,cloudwatchmetric=2.0Count;30;35,ELB_euc-activities-elb,2020-03-07 20:10:19,ELB_euc-activities-elb,51,PROBLEM - ELB.SurgeQueueLength
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_containercentral1-services,2020-03-07 20:12:57,ELB_containercentral1-services,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},opsworks.check_ntp_time,offset=-0.003309s;0.500000;1.000000;,EKS.containersouth1-prod-main.nolayer.ip-10-41-17-12.ap-south-1.compute.internal,2020-03-07 20:14:29,EKS.containersouth1-prod-main.nolayer.ip-10-41-17-12.ap-south-1.compute.internal,51,PROBLEM - opsworks.check_ntp_time
{},opsworks.check_cpu_stats,CpuUser=13.00%;80;90;0; CpuSystem=1.00%;70;80;0; CpuIowait=0.00%,containersouth1-adhoc.cloudwatch-metrics.cloudwatch-SSD-metrics,2020-03-07 20:19:21,containersouth1-adhoc.cloudwatch-metrics.cloudwatch-SSD-metrics,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},SSD.CPUUtilization,cloudwatchmetric=14.5Percent;20;30,SSD_euc-shard1-baikal,2020-03-07 20:22:58,SSD_euc-shard1-baikal,51,PROBLEM - SSD.CPUUtilization
{},ELB.SurgeQueueLength,cloudwatchmetric=6.0Count;30;35,ELB_activities-export,2020-03-07 20:24:59,ELB_activities-export,51,PROBLEM - ELB.SurgeQueueLength
{},opsworks.check_ntp_time,offset=-0.003628s;0.500000;1.000000;,EKS.containersouth1-prod-main.nolayer.ip-10-41-23-102.ap-south-1.compute.internal,2020-03-07 20:25:56,EKS.containersouth1-prod-main.nolayer.ip-10-41-23-102.ap-south-1.compute.internal,51,PROBLEM - opsworks.check_ntp_time
{},SSD.DatabaseConnections,cloudwatchmetric=3931.8Count;4000;5000,SSD_serverfdkshard24-master,2020-03-07 20:29:07,SSD_serverfdkshard24-master,51,PROBLEM - SSD.DatabaseConnections
{},opsworks.check_goaudit,,euc-xi.mod-gearman.euc-modgearman-1,2020-03-07 20:49:47,euc-xi.mod-gearman.euc-modgearman-1,51,PROBLEM - opsworks.check_goaudit
{},SSD Free Memory,free_memory=7.23;2.0;1.0;0;64,SSD_serverfdkshard26,2020-03-07 20:49:53,SSD_serverfdkshard26,51,PROBLEM - SSD Free Memory
{},SSD Free Storage,null,SSD_serverfdkshard1-slave-pr,2020-03-07 20:56:50,SSD_serverfdkshard1-slave-pr,51,PROBLEM - SSD Free Storage
{},ALB.HTTPCode_ALB_5XX_Count,cloudwatchmetric=1847.0Count;2000;3000,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,2020-03-07 21:01:10,ELB_/app/euc-agentcollision-alb/5bc8c6b943e475a4,51,PROBLEM - ALB.HTTPCode_ALB_5XX_Count
{},SSD Free Memory,free_memory=8.64;2.0;1.0;0;64,SSD_serverfdkshard13-slave-sr,2020-03-07 21:05:54,SSD_serverfdkshard13-slave-sr,51,PROBLEM - SSD Free Memory
{},opsworks.check_disk,/=2630193152B;28413451469;29991976550;0;31570501632,euc-xi.mod-gearman.euc-modgearman-1,2020-03-07 21:09:38,euc-xi.mod-gearman.euc-modgearman-1,51,FLAPPINGSTOP - opsworks.check_disk
{},ELB.SurgeQueueLength,cloudwatchmetric=4.0Count;30;35,ELB_euc-activities-elb,2020-03-07 21:12:20,ELB_euc-activities-elb,51,PROBLEM - ELB.SurgeQueueLength
{},opsworks.check_cpu_stats,CpuUser=17.47%;80;90;0; CpuSystem=1.77%;70;80;0; CpuIowait=8.35%,euc-xi.mod-gearman.euc-modgearman-1,2020-03-07 21:18:28,euc-xi.mod-gearman.euc-modgearman-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=11665940KB;14781852;15603066;; FREE=47,livechatvpc-new.nodejsapplayer.app28,2020-03-07 21:21:40,livechatvpc-new.nodejsapplayer.app28,51,PROBLEM - opsworks.check_mem
{},SSD.DatabaseConnections,cloudwatchmetric=3960.4Count;4000;5000,SSD_serverfdkshard24-master,2020-03-07 21:25:07,SSD_serverfdkshard24-master,51,PROBLEM - SSD.DatabaseConnections
{},opsworks.check_load,load1=0.975;4.000;5.000;0; load5=1.370;1.500;2.000;0; load15=1.2,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,2020-03-07 21:40:48,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,51,PROBLEM - opsworks.check_load
{},opsworks.check_cpu_stats,CpuUser=5.30%;80;90;0; CpuSystem=0.13%;70;80;0; CpuIowait=11.11%,aus-export-service.pollers.pollers7,2020-03-07 22:01:54,aus-export-service.pollers.pollers7,51,PROBLEM - opsworks.check_cpu_stats
{},SSD.DatabaseConnections,cloudwatchmetric=3907.6Count;4000;5000,SSD_serverfdkshard24,2020-03-07 22:20:10,SSD_serverfdkshard24,51,PROBLEM - SSD.DatabaseConnections
{},SSD.CPUUtilization,cloudwatchmetric=13.25Percent;20;30,SSD_euc-shard1-slave-pr,2020-03-07 22:22:47,SSD_euc-shard1-slave-pr,51,PROBLEM - SSD.CPUUtilization
{},SSD Free Memory,free_memory=10.19;0.5;0.4;0;15.25,SSD_fd-global-rs,2020-03-07 22:25:53,SSD_fd-global-rs,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=3.53;2.0;1.0;0;64,SSD_serverfdkshard9,2020-03-07 22:25:54,SSD_serverfdkshard9,51,PROBLEM - SSD Free Memory
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_ebay-proxy,2020-03-07 22:29:12,ELB_ebay-proxy,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},SSD.WriteIOPS,cloudwatchmetric=1457.60568148Count/Second;1500;2000,SSD_fdglobal,2020-03-07 22:40:46,SSD_fdglobal,51,FLAPPINGSTOP - SSD.WriteIOPS
{},SSD Free Memory,free_memory=8.72;2.0;1.0;0;64,SSD_serverfdkshard29-1-slave-sr,2020-03-07 22:41:53,SSD_serverfdkshard29-1-slave-sr,51,PROBLEM - SSD Free Memory
{},opsworks.check_mem,TOTAL=7662204KB;;;; USED=352596KB;6895983;7279093;; FREE=7309608,euc-xi.xi.xi-secondary,2020-03-07 22:46:08,euc-xi.xi.xi-secondary,51,PROBLEM - opsworks.check_mem
{},ALB.HTTPCode_Target_5XX_Count,cloudwatchmetric=12.0Count;15;20,ELB_/app/euc-serverfdk-primary-alb/8c1009c74fa27154,2020-03-07 22:46:57,ELB_/app/euc-serverfdk-primary-alb/8c1009c74fa27154,51,PROBLEM - ALB.HTTPCode_Target_5XX_Count
{},opsworks.check_ntp_time,offset=-0.002252s;0.500000;1.000000;,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,2020-03-07 22:47:18,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,51,PROBLEM - opsworks.check_ntp_time
{},SSD Free Memory,free_memory=4.37;2.0;1.0;0;64,SSD_serverfdkshard36,2020-03-07 22:47:56,SSD_serverfdkshard36,51,PROBLEM - SSD Free Memory
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_us-mailbox,2020-03-07 22:55:54,ELB_us-mailbox,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},SSD Free Memory,free_memory=12.77;2.0;1.0;0;128,SSD_serverfdkshard24,2020-03-07 22:59:53,SSD_serverfdkshard24,51,PROBLEM - SSD Free Memory
{},SSD Free Storage,null,SSD_serverfdkshard24-master,2020-03-07 23:05:53,SSD_serverfdkshard24-master,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard1,2020-03-07 23:05:54,SSD_serverfdkshard1,51,PROBLEM - SSD Free Storage
{},ELB.SurgeQueueLength,cloudwatchmetric=30.0Count;30;35,ELB_euc-activities-elb,2020-03-07 23:24:20,ELB_euc-activities-elb,51,PROBLEM - ELB.SurgeQueueLength
{},opsworks.check_load,load1=1.012;4.000;5.000;0; load5=1.353;1.500;2.000;0; load15=1.2,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,2020-03-07 23:26:50,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,51,PROBLEM - opsworks.check_load
